id,task_id,track_id,lang,category,type,topic,complexity,image,task,choices,hint,status,llm_answer,confidence_level,submitted_answer,llm_info,user_answers
5395,uMAebuCcPfkstjcB,t-UhCj7DVeml5BZO,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ucrub5eqp9sx32lg.png,is the shape of the yellow rubber thing the same as the purple thing?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8544422758370411, ""margin"": 0.7088845516740823, ""entropy"": 0.41492548496432274, ""probs"": {""a"": 0.1455577241629588, ""b"": 0.8544422758370411}, ""adapter"": ""trfl""}",['b']
5396,QCvg5ZRUFmlh4VR3,t-0TRee9V1mhhmD6,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_duotymacg9jtnjfz.png,what number of things are either yellow objects or rubber things?,"{'a': '3', 'b': '2'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.5903724712181704, ""margin"": 0.18074494243634076, ""entropy"": 0.6767226933183466, ""probs"": {""a"": 0.5903724712181704, ""b"": 0.4096275287818296}, ""adapter"": ""amount""}",['a']
5398,rVFPJFVx9ua2PKx2,t-yJMFg7iI7kQUMX,en,vqa,true-false,school,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jixqctynjv83jnvq.png,is there any other thing that is the same material as the tiny cyan lunch box?,"{'a': 'True', 'b': 'False'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.6951696096396639, ""margin"": 0.39033921927932774, ""entropy"": 0.6149016960736484, ""probs"": {""a"": 0.30483039036033616, ""b"": 0.6951696096396639}, ""adapter"": ""trfl""}",['b']
5403,V8SBMZEgShR3i2CM,t-1yN7N8VzAUpX1b,en,vqa,true-false,construction-site,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xj0ren42tg0gozm5.png,is there anything else that is the same shape as the large purple thing?,"{'a': 'False', 'b': 'True'}",,Submitted,a,0.0,b,"{""answer"": ""a"", ""confidence"": 0.723042608155074, ""margin"": 0.44608521631014797, ""entropy"": 0.5900566797018075, ""probs"": {""a"": 0.723042608155074, ""b"": 0.27695739184492607}, ""adapter"": ""trfl""}","['b', 'b']"
5404,slwFAr80nmm7bM9P,t-Q63Br7x0XUuqgI,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9cgmwqweh4rlah1q.png,what number of objects have the same material as the blue traffic cone?,"{'a': '4', 'b': '3'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8199704846377399, ""margin"": 0.6399409692754799, ""entropy"": 0.4714382394026083, ""probs"": {""a"": 0.18002951536225997, ""b"": 0.8199704846377399}, ""adapter"": ""amount""}",['b']
5406,P1pEXIfOmWJBoSbf,t-sR2PBdUj7rLfxJ,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_uc4ivd3a0aago4fx.png,is there a small metal television?,"{'a': 'True', 'b': 'False'}",,Submitted,b,0.0,a,"{""answer"": ""b"", ""confidence"": 0.7634900166917828, ""margin"": 0.5269800333835657, ""entropy"": 0.5470235569383197, ""probs"": {""a"": 0.2365099833082172, ""b"": 0.7634900166917828}, ""adapter"": ""trfl""}","['a', 'a']"
5409,qNrMRw9LsvHSwShs,t-ybFIq4zrEO9bdG,en,vqa,mcq,uae,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_o9tyyso2p6jw570y.png,there is a small gray thing that is the same shape as the brown thing; what is its material?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.6165981495276366, ""margin"": 0.23319629905527312, ""entropy"": 0.6657049647252512, ""probs"": {""a"": 0.38340185047236347, ""b"": 0.6165981495276366}, ""adapter"": ""material""}",['b']
5411,HHJP71lSCDvnNMCh,t-m51LOxI8wLxqpW,en,vqa,mcq,kitchen,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_wl508xgy5xeg21ts.png,there is another rubber object that is the same shape as the small gray object; what is its color?,"{'a': 'yellow', 'b': 'gray', 'c': 'brown', 'd': 'cyan'}",,Submitted,d,1.0,d,"{""answer"": ""d"", ""confidence"": 0.9441417077346681, ""margin"": 0.9138911466472988, ""entropy"": 0.26911642582273293, ""probs"": {""a"": 0.007161059114092808, ""b"": 0.01844667206386973, ""c"": 0.030250561087369305, ""d"": 0.9441417077346681}, ""adapter"": ""color""}",['d']
5412,NrmSJ2D7f4KvnH7w,t-ADd2LJt66RcbDX,en,vqa,mcq,kitchen,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4861udmf6h6euwim.png,there is a big blue object that is the same shape as the large gray thing; what material is it?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.5893628071519982, ""margin"": 0.17872561430399636, ""entropy"": 0.6770896237804088, ""probs"": {""a"": 0.5893628071519982, ""b"": 0.4106371928480018}, ""adapter"": ""material""}",['a']
5420,bHmxHDJRpRwIkWMR,t-BICglNPck1INcM,en,vqa,mcq,kitchen,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_e6lt8izq9njl4j65.png,there is a object that is the same color as the tiny metal saucepan; what is its material?,"{'a': 'metal', 'b': 'rubber'}",,Submitted,a,1.0,b,"{""answer"": ""a"", ""confidence"": 0.7606467840676799, ""margin"": 0.5212935681353599, ""entropy"": 0.5503332458999654, ""probs"": {""a"": 0.7606467840676799, ""b"": 0.2393532159323201}, ""adapter"": ""material""}","['b', 'b']"
5423,S69PtFp1amdn1tUi,t-m54czne4fruSli,en,vqa,mcq,construction-site,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tiblqn623drdsyf6.png,the thing that is made of the same material as the blue bulldozer is what color?,"{'a': 'green', 'b': 'blue', 'c': 'red', 'd': 'purple', 'e': 'cyan'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9821604822117265, ""margin"": 0.9689857339338981, ""entropy"": 0.10363735342947228, ""probs"": {""a"": 0.0008067701627491292, ""b"": 0.9821604822117265, ""c"": 0.0006385084282238897, ""d"": 0.0032194909194720304, ""e"": 0.013174748277828429}, ""adapter"": ""color""}",['b']
5429,v5HZuH71yGsP2ycY,t-NIOPKqLMmWDTSp,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gcg7qlfpzf9x9ofj.png,are there any other things that have the same shape as the tiny cyan rubber thing?,"{'a': 'True', 'b': 'False'}",,Submitted,a,0.0,a,"{""answer"": ""a"", ""confidence"": 0.6272494541788453, ""margin"": 0.2544989083576905, ""entropy"": 0.6604033558781467, ""probs"": {""a"": 0.6272494541788453, ""b"": 0.37275054582115474}, ""adapter"": ""trfl""}","['b', 'a']"
5432,PPS1PkRUK0KjMyUb,t-CmyyDHfK0yj3FJ,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_76xud03brrbsjmtb.png,what number of small objects are the same color as the large rubber thing?,"{'a': '1', 'b': '2'}",,Submitted,a,0.0,a,"{""answer"": ""a"", ""confidence"": 0.5661759627978007, ""margin"": 0.13235192559560138, ""entropy"": 0.6843629130508955, ""probs"": {""a"": 0.5661759627978007, ""b"": 0.4338240372021993}, ""adapter"": ""amount""}",['a']
5481,C9S6N0MYlsmOyuRu,t-0VgSRWtwMo6PUK,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tpt2u4qybeg5gq44.png,how many other objects are the same size as the turtle?,"{'a': '1', 'b': '3'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.7510165983156546, ""margin"": 0.5020331966313093, ""entropy"": 0.5612155387926026, ""probs"": {""a"": 0.7510165983156546, ""b"": 0.2489834016843453}, ""adapter"": ""amount""}",['a']
5484,ZAzJfprNEZFOlUmy,t-5q5lIVEmOUmR70,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mk8c6i18hoh31qq7.png,how many yellow objects are there?,"{'a': '3', 'b': '2'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.937957718405182, ""margin"": 0.8759154368103641, ""entropy"": 0.23255034241116296, ""probs"": {""a"": 0.062042281594818, ""b"": 0.937957718405182}, ""adapter"": ""amount""}",['b']
5492,dyyYwB7FH3oxDuQE,t-teBzUWnLMTnTev,en,vqa,mcq,construction-site,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tplih7zu03o2jbrv.png,there is a object that is the same color as the big traffic cone; what is its size?,"{'a': 'large', 'b': 'small'}",,Submitted,a,0.0,a,"{""answer"": ""a"", ""confidence"": 0.7279750627664976, ""margin"": 0.4559501255329952, ""entropy"": 0.5852625029712222, ""probs"": {""a"": 0.7279750627664976, ""b"": 0.2720249372335024}, ""adapter"": ""size""}","['b', 'a']"
5508,hCNDekUrUtlJSGZY,t-Iaalp3rTAVYaXK,en,vqa,mcq,construction-site,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4cgnry8xf1rgt0ed.png,there is a bulldozer that is the same color as the small metal crane; what is it made of?,"{'a': 'rubber', 'b': 'metal'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8006033819852553, ""margin"": 0.6012067639705104, ""entropy"": 0.4995648199147362, ""probs"": {""a"": 0.8006033819852553, ""b"": 0.19939661801474481}, ""adapter"": ""material""}",['a']
5564,ygM7obMxp0xcBgXZ,t-UCKhmxjClw7t1c,en,vqa,true-false,school,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cb923qngcp0e2jzq.png,are the notebook and the small purple lunch box made of the same material?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9041524392100417, ""margin"": 0.8083048784200835, ""entropy"": 0.31586213480091185, ""probs"": {""a"": 0.9041524392100417, ""b"": 0.09584756078995826}, ""adapter"": ""trfl""}","['b', 'a']"
5597,Nm4lEApoxJC4r7Az,t-kZFamXt7SXSLI3,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1e5b1g64epbm25i4.png,there is a screwdriver that is the same color as the big rubber tire; what is its size?,"{'a': 'large', 'b': 'small'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.832592387247616, ""margin"": 0.665184774495232, ""entropy"": 0.4517517415193607, ""probs"": {""a"": 0.16740761275238397, ""b"": 0.832592387247616}, ""adapter"": ""size""}",['b']
5631,zgan8G1jG2Ik1cIW,t-k0FexvLpKVYxIr,en,vqa,true-false,construction-site,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fcjyero1bdb61fhw.png,is there a tiny traffic cone of the same color as the metal crane?,"{'a': 'False', 'b': 'True'}",,Submitted,b,0.0,b,"{""answer"": ""b"", ""confidence"": 0.881727721628515, ""margin"": 0.7634554432570301, ""entropy"": 0.3634684339394425, ""probs"": {""a"": 0.11827227837148495, ""b"": 0.881727721628515}, ""adapter"": ""trfl""}","['a', 'b']"
5645,aC34RC5IjPvxitZE,t-q9SGiSiIpzp5kd,en,vqa,true-false,kitchen,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_a7rzn9grfd12ic1z.png,are there fewer small metal spatulas than small cyan objects?,"{'a': 'False', 'b': 'True'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.7702016887348996, ""margin"": 0.5404033774697992, ""entropy"": 0.5390325238673117, ""probs"": {""a"": 0.22979831126510036, ""b"": 0.7702016887348996}, ""adapter"": ""trfl""}","['a', 'b']"
5656,9NzNlG8TdAe0SS9w,t-3PXOgwMz9LiD4q,en,vqa,numeric,animals,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rrigp61v31qxabhq.png,how many yellow things are either birds or rubber things?,"{'a': '1', 'b': '2'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8294593179397051, ""margin"": 0.6589186358794101, ""entropy"": 0.4567424981913678, ""probs"": {""a"": 0.17054068206029493, ""b"": 0.8294593179397051}, ""adapter"": ""amount""}",['b']
5669,T3hkONgygAWmbvpk,t-VWh2K7GG9B86Ja,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_u1lbynqrs989h0nz.png,there is a metal floor lamp that is the same color as the large sofa; what size is it?,"{'a': 'large', 'b': 'small'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8878530662358057, ""margin"": 0.7757061324716115, ""entropy"": 0.3509806114940873, ""probs"": {""a"": 0.8878530662358057, ""b"": 0.11214693376419423}, ""adapter"": ""size""}",['a']
5721,3Vb9g702qpctQ8H4,t-1VaOyk0wWdM3lg,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_c1vn30hx3g0yawvo.png,what number of metal objects have the same size as the purple metal sofa?,"{'a': '1', 'b': '2'}",,Submitted,a,0.0,a,"{""answer"": ""a"", ""confidence"": 0.686762786447923, ""margin"": 0.3735255728958459, ""entropy"": 0.6216663717111026, ""probs"": {""a"": 0.686762786447923, ""b"": 0.31323721355207707}, ""adapter"": ""amount""}","['b', 'a']"
5781,BGHjQ6wKAJcBbdep,t-5i3chfZQvmFve9,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tqa1pd7u0dgo2gz0.png,are any tiny red things visible?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9964706309381065, ""margin"": 0.992941261876213, ""entropy"": 0.023452196463658353, ""probs"": {""a"": 0.9964706309381065, ""b"": 0.0035293690618935425}, ""adapter"": ""trfl""}",['a']
5794,71DAz69YErCwfRSx,t-s3x4ClSgHFEhVc,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hspft6l7kjb0ih0x.png,there is a bookshelf that is made of the same material as the tiny yellow object; what is its size?,"{'a': 'large', 'b': 'small'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.7723636990755741, ""margin"": 0.5447273981511482, ""entropy"": 0.5364044455175317, ""probs"": {""a"": 0.2276363009244259, ""b"": 0.7723636990755741}, ""adapter"": ""size""}",['b']
5802,KyJXJQuhlTmjiSsm,t-QNHFjzJje3aubS,en,vqa,mcq,construction-site,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jz6vgytmwbsgxc6v.png,the other cyan thing that is the same shape as the tiny metal object is what size?,"{'a': 'small', 'b': 'large'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.921129972054097, ""margin"": 0.842259944108194, ""entropy"": 0.27600087615053115, ""probs"": {""a"": 0.07887002794590296, ""b"": 0.921129972054097}, ""adapter"": ""size""}","['a', 'b']"
5806,RF6cU0OsIc9lUbPM,t-9XWmjHQ1LzWjDw,en,vqa,mcq,garage-workshop,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_d0pipqs210gpoctl.png,what is the shape of the big red metal object?,"{'a': 'mechanic overalls', 'b': 'hammer', 'c': 'wrench'}",,Submitted,c,1.0,c,"{""answer"": ""c"", ""confidence"": 0.7704409673934812, ""margin"": 0.647927852995973, ""entropy"": 0.6973396943771653, ""probs"": {""a"": 0.10704591820901056, ""b"": 0.12251311439750819, ""c"": 0.7704409673934812}, ""adapter"": ""shape""}",['c']
5815,IJ6QDtQy4Y0lpn2H,t-7oHOVINp8fEtQT,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qypkato7h2wymmwc.png,how many things are either large rulers or tiny metal objects?,"{'a': '5', 'b': '4'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.8291450507704226, ""margin"": 0.6582901015408451, ""entropy"": 0.4572392571340841, ""probs"": {""a"": 0.17085494922957742, ""b"": 0.8291450507704226}, ""adapter"": ""amount""}","['a', 'b']"
5821,RPqbv78PCfemFGZQ,t-2lPVsRMqQPqMWh,en,vqa,mcq,medical-field,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0cxh2kk3dv6baz1o.png,what size is the stethoscope that is the same color as the large metal medicine bottle?,"{'a': 'small', 'b': 'large'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9404329214432867, ""margin"": 0.8808658428865733, ""entropy"": 0.2257746585714277, ""probs"": {""a"": 0.05956707855671335, ""b"": 0.9404329214432867}, ""adapter"": ""size""}","['a', 'b']"
5876,6pjEPpYmTCNd2bLW,t-6AH3S6aRPpIFYU,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_emaqd2oq8n6rlh17.png,how many small objects are rubber objects or yellow rubber shoes?,"{'a': '3', 'b': '4'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.84030631817525, ""margin"": 0.6806126363505001, ""entropy"": 0.4391615847472471, ""probs"": {""a"": 0.84030631817525, ""b"": 0.1596936818247499}, ""adapter"": ""amount""}",['a']
5939,XtPy97NOIzlRFhVU,t-Fnji1EEpcfZaES,en,vqa,mcq,living-room,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ab6y9blsvkiq6nn5.png,what is the color of the other metal thing that is the same shape as the tiny gray thing?,"{'a': 'brown', 'b': 'purple', 'c': 'green', 'd': 'cyan'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9985365054677569, ""margin"": 0.9978215904788094, ""entropy"": 0.012531377235014797, ""probs"": {""a"": 0.9985365054677569, ""b"": 0.0004515789177751865, ""c"": 0.0007149149889474619, ""d"": 0.0002970006255205582}, ""adapter"": ""color""}",['a']
5975,HHaXllsggSWA2beF,t-DmNMVwk2gzQjs8,en,vqa,true-false,animals,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qqcbd5bv2s28grzm.png,is the number of rubber dogs less than the number of brown metal cats?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.6933530179034739, ""margin"": 0.38670603580694773, ""entropy"": 0.6163915171767362, ""probs"": {""a"": 0.6933530179034739, ""b"": 0.3066469820965262}, ""adapter"": ""trfl""}",['a']
5978,6wzxpdNgnXhg8hEV,t-ObmR8CWKQsij6W,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_dobs9nyon66bv4et.png,how many blue objects are metal tires or rubber things?,"{'a': '3', 'b': '4'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.7021943360798949, ""margin"": 0.4043886721597898, ""entropy"": 0.6089935651875857, ""probs"": {""a"": 0.7021943360798949, ""b"": 0.2978056639201051}, ""adapter"": ""amount""}",['a']
5993,Y98IOode9LL9xTMY,t-2JKKyFJR462lBu,en,vqa,mcq,construction-site,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_glxm5pne9qno64bq.png,the green object that is made of the same material as the brown thing is what size?,"{'a': 'large', 'b': 'small'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.9947363520789531, ""margin"": 0.9894727041579061, ""entropy"": 0.03286776785438459, ""probs"": {""a"": 0.9947363520789531, ""b"": 0.005263647921046952}, ""adapter"": ""size""}",['a']
6005,HEFrBAq9Mfz4EFCf,t-BQ099wIBX0ufi4,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_yctvi8z39cb6ito6.png,how many cyan things have the same size as the rubber mechanic overalls?,"{'a': '4', 'b': '2'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9182896730645779, ""margin"": 0.8365793461291556, ""entropy"": 0.28292683920773454, ""probs"": {""a"": 0.08171032693542221, ""b"": 0.9182896730645779}, ""adapter"": ""amount""}",['b']
6006,ugaurYN7r9YdPYOI,t-103aEr2MxfZ7jq,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6bqblnzra0o5qjv8.png,is there any other thing that is the same shape as the tiny metal object?,"{'a': 'False', 'b': 'True'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.6731896188841576, ""margin"": 0.3463792377683153, ""entropy"": 0.6318967504510333, ""probs"": {""a"": 0.6731896188841576, ""b"": 0.3268103811158423}, ""adapter"": ""trfl""}",['a']
6013,wnRr28eysFV3TwbJ,t-RNbSMCB3W70iuv,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gff040o3i07tt5o4.png,are there any small bedouin tents of the same color as the small falcon stand?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,b,"{""answer"": ""a"", ""confidence"": 0.5044215448235969, ""margin"": 0.008843089647193825, ""entropy"": 0.6931080799310689, ""probs"": {""a"": 0.5044215448235969, ""b"": 0.4955784551764031}, ""adapter"": ""trfl""}","['b', 'b']"
6016,qHkiMBi8ItszJTE8,t-dQuEvBcqJwOJ7I,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_s14lqiji3v5srlk3.png,is the small red metal object the same shape as the red rubber object?,"{'a': 'True', 'b': 'False'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8902617828213433, ""margin"": 0.7805235656426865, ""entropy"": 0.3459676665687302, ""probs"": {""a"": 0.8902617828213433, ""b"": 0.10973821717865673}, ""adapter"": ""trfl""}",['a']
6019,qzoQOFQ8ciskHsbs,t-a45HXkwDfNwdTk,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0ogy5xw7yd18fs97.png,how many objects are the same material as the brown pants?,"{'a': '5', 'b': '3'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9925642861707227, ""margin"": 0.9851285723414455, ""entropy"": 0.043853859200125696, ""probs"": {""a"": 0.00743571382927721, ""b"": 0.9925642861707227}, ""adapter"": ""amount""}",['b']
6023,yljn6djzXjvxLtC0,t-3QSNI1GYU91KgR,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lyjmwbxplz13n4vv.png,what number of large brown sofas are there?,"{'a': '1', 'b': '0'}",,Submitted,b,0.0,a,"{""answer"": ""b"", ""confidence"": 0.9319486909101418, ""margin"": 0.8638973818202835, ""entropy"": 0.24856886919993773, ""probs"": {""a"": 0.06805130908985829, ""b"": 0.9319486909101418}, ""adapter"": ""amount""}","['a', 'a']"
6024,HZwC2B6ewYdj7IE8,t-Vjd7UcEZjWGW5M,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ud76fe7x9nmzkmsf.png,what number of other objects are the same shape as the large green metal object?,"{'a': '1', 'b': '2'}",,Submitted,a,0.0,a,"{""answer"": ""a"", ""confidence"": 0.6273654668343793, ""margin"": 0.2547309336687587, ""entropy"": 0.6603429500604092, ""probs"": {""a"": 0.6273654668343793, ""b"": 0.3726345331656206}, ""adapter"": ""amount""}","['b', 'a']"
6028,BNhfwRNYtKUXxn7y,t-3qyos6YCH0M3cq,en,vqa,mcq,animals,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_q6bg5rq71t8ohdbi.png,what is the size of the cyan metal thing?,"{'a': 'large', 'b': 'small'}",,Submitted,b,1.0,b,"{""answer"": ""b"", ""confidence"": 0.9368974711459853, ""margin"": 0.8737949422919705, ""entropy"": 0.23542024838550638, ""probs"": {""a"": 0.06310252885401475, ""b"": 0.9368974711459853}, ""adapter"": ""size""}","['a', 'b']"
6042,gtSgHwuKfFloYkQz,t-wgo5YcntIrRW4U,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4h4dezd3r6eg2hi1.png,there is a rubber object that is the same color as the large hammer; what is its size?,"{'a': 'large', 'b': 'small'}",,Submitted,a,1.0,a,"{""answer"": ""a"", ""confidence"": 0.8559520566363498, ""margin"": 0.7119041132726996, ""entropy"": 0.4122441695287822, ""probs"": {""a"": 0.8559520566363498, ""b"": 0.14404794336365015}, ""adapter"": ""size""}",['a']
6049,cJrtCMTCDUC8qBUO,t-aHHvgb6MI21CUS,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cw8aba0yexpq2ahx.png,how many metal things are either tiny cyan objects or big blue traffic cones?,"{'a': '2', 'b': '1'}",,Submitted,b,1.0,a,"{""answer"": ""b"", ""confidence"": 0.582536029299953, ""margin"": 0.16507205859990587, ""entropy"": 0.6794602291857895, ""probs"": {""a"": 0.4174639707000471, ""b"": 0.582536029299953}, ""adapter"": ""amount""}","['a', 'a']"
6066,6ea9UqzUlfsH7stn,t-x8hJcnFPijlGbK,en,vqa,numeric,medical-field,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_w3foslfq0czn8ay5.png,how many large objects are either brown metal hospital beds or objects?,"{'a': '5', 'b': '4'}",,Submitted,b,0.0,b,"{""answer"": ""b"", ""confidence"": 0.9004309780756214, ""margin"": 0.8008619561512429, ""entropy"": 0.3241349845482404, ""probs"": {""a"": 0.09956902192437861, ""b"": 0.9004309780756214}, ""adapter"": ""amount""}","['a', 'b']"
